code,name,Codi Província
140168,Cardeña,14
140174,"Carlota, La",14
140180,"Carpio, El",14
140193,Castro del Río,14
140207,Conquista,14
140214,Córdoba,14
140229,Doña Mencía,14
140235,Dos Torres,14
140240,Encinas Reales,14
140253,Espejo,14
140266,Espiel,14
140272,Fernán-Núñez,14
140288,Fuente la Lancha,14
140291,Fuente Obejuna,14
140305,Fuente Palmera,14
140312,Fuente-Tójar,14
140327,"Granjuela, La",14
140333,Guadalcázar,14
140348,"Guijo, El",14
140351,Hinojosa del Duque,14
140364,Hornachuelos,14
140370,Iznájar,14
140386,Lucena,14
140399,Luque,14
140403,Montalbán de Córdoba,14
140410,Montemayor,14
140425,Montilla,14
140431,Montoro,14
140446,Monturque,14
140459,Moriles,14
140462,Nueva Carteya,14
140478,Obejo,14
140484,Palenciana,14
140497,Palma del Río,14
140500,Pedro Abad,14
140517,Pedroche,14
140522,Peñarroya-Pueblonuevo,14
140538,Posadas,14
140543,Pozoblanco,14
140556,Priego de Córdoba,14
140569,Puente Genil,14
140575,"Rambla, La",14
140581,Rute,14
140594,San Sebastián de los Ballesteros,14
140608,Santaella,14
140615,Santa Eufemia,14
140620,Torrecampo,14
140636,Valenzuela,14
140641,Valsequillo,14
140654,"Victoria, La",14
140667,Villa del Río,14
140673,Villafranca de Córdoba,14
140689,Villaharta,14
140692,Villanueva de Córdoba,14
140706,Villanueva del Duque,14
140713,Villanueva del Rey,14
140728,Villaralto,14
140734,Villaviciosa de Córdoba,14
140749,"Viso, El",14
140752,Zuheros,14
149019,Fuente Carreteros,14
149024,"Guijarrosa, La",14
150011,Abegondo,15
150026,Ames,15
150032,Aranga,15
150047,Ares,15
150050,Arteixo,15
150063,Arzúa,15
150079,"Baña, A",15
150085,Bergondo,15
150098,Betanzos,15
150102,Boimorto,15
150119,Boiro,15
150124,Boqueixón,15
150130,Brión,15
150145,Cabana de Bergantiños,15
150158,Cabanas,15
150161,Camariñas,15
150177,Cambre,15
150183,"Capela, A",15
150196,Carballo,15
150200,Carnota,15
150217,Carral,15
150222,Cedeira,15
150238,Cee,15
150243,Cerceda,15
150256,Cerdido,15
150275,Coirós,15
150281,Corcubión,15
150294,Coristanco,15
150308,"Coruña, A",15
150315,Culleredo,15
150320,Curtis,15
150336,Dodro,15
150341,Dumbría,15
150354,Fene,15
150367,Ferrol,15
150373,Fisterra,15
150389,Frades,15
150392,Irixoa,15
150406,Laxe,15
150413,"Laracha, A",15
150428,Lousame,15
150434,Malpica de Bergantiños,15
150449,Mañón,15
150452,Mazaricos,15
150465,Melide,15
150471,Mesía,15
150487,Miño,15
150490,Moeche,15
150503,Monfero,15
150510,Mugardos,15
150525,Muxía,15
150531,Muros,15
150546,Narón,15
150559,Neda,15
150562,Negreira,15
150578,Noia,15
150584,Oleiros,15
150597,Ordes,15
150601,Oroso,15
150618,Ortigueira,15
150623,Outes,15
150644,Paderne,15
150657,Padrón,15
150660,"Pino, O",15
150676,"Pobra do Caramiñal, A",15
150682,Ponteceso,15
150695,Pontedeume,15
150709,"Pontes de García Rodríguez, As",15
150716,Porto do Son,15
150721,Rianxo,15
150737,Ribeira,15
150742,Rois,15
150755,Sada,15
150768,San Sadurniño,15
150774,Santa Comba,15
150780,Santiago de Compostela,15
150793,Santiso,15
150807,Sobrado,15
150814,"Somozas, As",15
150829,Teo,15
150835,Toques,15
150840,Tordoia,15
150853,Touro,15
150866,Trazo,15
150872,Valdoviño,15
150888,Val do Dubra,15
150891,Vedra,15
150905,Vilasantar,15
150912,Vilarmaior,15
150927,Vimianzo,15
150933,Zas,15
159012,Cariño,15
159027,Oza-Cesuras,15
160014,Abia de la Obispalía,16
160029,"Acebrón, El",16
160035,Alarcón,16
160040,Albaladejo del Cuende,16
160053,Albalate de las Nogueras,16
160066,Albendea,16
160072,"Alberca de Záncara, La",16
160088,Alcalá de la Vega,16
160091,Alcantud,16
160105,Alcázar del Rey,16
160112,Alcohujate,16
160127,Alconchel de la Estrella,16
160133,Algarra,16
160148,Aliaguilla,16
160151,"Almarcha, La",16
160164,Almendros,16
160170,Almodóvar del Pinar,16
160186,Almonacid del Marquesado,16
160199,Altarejos,16
160203,Arandilla del Arroyo,16
160225,Arcos de la Sierra,16
160231,Chillarón de Cuenca,16
160246,Arguisuelas,16
160259,Arrancacepas,16
160262,Atalaya del Cañavate,16
160278,Barajas de Melo,16
160297,Barchín del Hoyo,16
160301,Bascuñana de San Pedro,16
160318,Beamud,16
160323,Belinchón,16
160339,Belmonte,16
160344,Belmontejo,16
160357,Beteta,16
160360,Boniches,16
160382,Buciegas,16
160395,Buenache de Alarcón,16
160409,Buenache de la Sierra,16
160416,Buendía,16
160421,Campillo de Altobuey,16
160437,Campillos-Paravientos,16
160442,Campillos-Sierra,16
160455,Canalejas del Arroyo,16
160468,Cañada del Hoyo,16
160474,Cañada Juncosa,16
160480,Cañamares,16
160493,"Cañavate, El",16
160506,Cañaveras,16
160513,Cañaveruelas,16
160528,Cañete,16
160534,Cañizares,16
160552,Carboneras de Guadazaón,16
160565,Cardenete,16
160571,Carrascosa,16
160587,Carrascosa de Haro,16
160604,Casas de Benítez,16
160611,Casas de Fernando Alonso,16
160626,Casas de Garcimolina,16
160632,Casas de Guijarro,16
160647,Casas de Haro,16
160650,Casas de los Pinos,16
160663,Casasimarro,16
160679,Castejón,16
160685,Castillejo de Iniesta,16
160702,Castillejo-Sierra,16
160719,Castillo-Albaráñez,16
160724,Castillo de Garcimuñoz,16
160730,Cervera del Llano,16
160745,"Cierva, La",16
160783,Cuenca,16
160796,Cueva del Hierro,16
160817,Chumillas,16
160822,Enguídanos,16
160838,Fresneda de Altarejos,16
160843,Fresneda de la Sierra,16
160856,"Frontera, La",16
160869,Fuente de Pedro Naharro,16
160875,Fuentelespino de Haro,16
160881,Fuentelespino de Moya,16
160894,Fuentes,16
160915,Fuertescusa,16
160920,Gabaldón,16
160936,Garaballa,16
160941,Gascueña,16
160954,Graja de Campalbo,16
160967,Graja de Iniesta,16
160973,Henarejos,16
160989,"Herrumblar, El",16
160992,"Hinojosa, La",16
161006,"Hinojosos, Los",16
161013,"Hito, El",16
161028,Honrubia,16
161034,Hontanaya,16
161049,Hontecillas,16
161065,Horcajo de Santiago,16
161071,Huélamo,16
161087,Huelves,16
161090,Huérguina,16
161104,Huerta de la Obispalía,16
161111,Huerta del Marquesado,16
161126,Huete,16
161132,Iniesta,16
161150,Laguna del Marquesado,16
161163,Lagunaseca,16
161179,Landete,16
161185,Ledaña,16
161198,Leganiel,16
161219,"Majadas, Las",16
161224,Mariana,16
161230,Masegosa,16
161245,"Mesas, Las",16
161258,Minglanilla,16
161261,Mira,16
161283,Monreal del Llano,16
161296,Montalbanejo,16
161300,Montalbo,16
161317,Monteagudo de las Salinas,16
161322,Mota de Altarejos,16
161338,Mota del Cuervo,16
161343,Motilla del Palancar,16
161356,Moya,16
161375,Narboneta,16
161394,Olivares de Júcar,16
161408,Olmeda de la Cuesta,16
161415,Olmeda del Rey,16
161420,Olmedilla de Alarcón,16
161436,Olmedilla de Eliz,16
161454,Osa de la Vega,16
161467,Pajarón,16
161473,Pajaroncillo,16
161489,Palomares del Campo,16
161492,Palomera,16
161505,Paracuellos,16
161512,Paredes,16
161527,"Parra de las Vegas, La",16
161533,"Pedernoso, El",16
161548,"Pedroñeras, Las",16
161551,"Peral, El",16
161564,"Peraleja, La",16
161570,"Pesquera, La",16
161586,"Picazo, El",16
161599,Pinarejo,16
161603,Pineda de Gigüela,16
161610,Piqueras del Castillo,16
161625,Portalrubio de Guadamejud,16
161631,Portilla,16
161659,Poyatos,16
161662,Pozoamargo,16
161678,Pozorrubio de Santiago,16
161697,"Pozuelo, El",16
161701,Priego,16
161718,"Provencio, El",16
161723,Puebla de Almenara,16
161739,"Valle de Altomira, El",16
161744,Puebla del Salvador,16
161757,Quintanar del Rey,16
161760,Rada de Haro,16
161776,Reíllo,16
161816,Rozalén del Monte,16
161855,Saceda-Trasierra,16
161868,Saelices,16
161874,Salinas del Manzano,16
161880,Salmeroncillos,16
161893,Salvacañete,16
161907,San Clemente,16
161914,San Lorenzo de la Parrilla,16
161929,San Martín de Boniches,16
161935,San Pedro Palmiches,16
161940,Santa Cruz de Moya,16
161953,Santa María del Campo Rus,16
161966,Santa María de los Llanos,16
161972,Santa María del Val,16
161988,Sisante,16
161991,Solera de Gabaldón,16
162027,Talayuelas,16
162033,Tarancón,16
162048,Tébar,16
162051,Tejadillos,16
162064,Tinajas,16
162099,Torralba,16
162110,Torrejoncillo del Rey,16
162125,Torrubia del Campo,16
162131,Torrubia del Castillo,16
162159,Tragacete,16
162162,Tresjuncos,16
162178,Tribaldos,16
162184,Uclés,16
162197,Uña,16
162244,Valdemeca,16
162257,Valdemorillo de la Sierra,16
162276,Valdemoro-Sierra,16
162282,Valdeolivas,16
162316,Valhermoso de la Fuente,16
162342,Valsalobre,16
162368,Valverde de Júcar,16
162374,Valverdejo,16
162380,Vara de Rey,16
162393,Vega del Codorno,16
162407,Vellisca,16
162429,Villaconejos de Trabaque,16
162435,Villaescusa de Haro,16
162440,Villagarcía del Llano,16
162453,Villalba de la Sierra,16
162466,Villalba del Rey,16
162472,Villalgordo del Marquesado,16
162488,Villalpardo,16
162491,Villamayor de Santiago,16
162504,Villanueva de Guadamejud,16
162511,Villanueva de la Jara,16
162532,Villar de Cañas,16
162547,Villar de Domingo García,16
162550,Villar de la Encina,16
162585,Villar del Humo,16
162598,Villar del Infantado,16
162630,Villar de Olalla,16
162645,Villarejo de Fuentes,16
162658,Villarejo de la Peñuela,16
162661,Villarejo-Periesteban,16
162696,Villares del Saz,16
162700,Villarrubio,16
162717,Villarta,16
162722,Villas de la Ventosa,16
162738,Villaverde y Pasaconsol,16
162743,Víllora,16
162756,Vindel,16
162769,Yémeda,16
162775,Zafra de Záncara,16
162781,Zafrilla,16
162794,Zarza de Tajo,16
162808,Zarzuela,16
169015,Campos del Paraíso,16
169020,Valdetórtola,16
169036,"Valeras, Las",16
169041,Fuentenava de Jábaga,16
169054,Arcas,16
169067,"Valdecolmenas, Los",16
169089,Pozorrubielos de la Mancha,16
169092,Sotorribas,16
169106,Villar y Velasco,16
170010,Agullana,17
170025,Aiguaviva,17
170031,Albanyà,17
170046,Albons,17
170059,"Far d'Empordà, el",17
170062,Alp,17
170078,Amer,17
170084,Anglès,17
170097,Arbúcies,17
170101,Argelaguer,17
170118,"Armentera, l'",17
170123,Avinyonet de Puigventós,17
170139,Begur,17
170144,"Vajol, la",17
170157,Banyoles,17
170160,Bàscara,17
170182,Bellcaire d'Empordà,17
170195,Besalú,17
170209,Bescanó,17
170216,Beuda,17
170221,"Bisbal d'Empordà, la",17
170237,Blanes,17
170242,Bolvir,17
170255,Bordils,17
170268,Borrassà,17
170274,Breda,17
170280,Brunyola i Sant Martí Sapresa,17
170293,Boadella i les Escaules,17
170307,Cabanes,17
170314,Cabanelles,17
170329,Cadaqués,17
170335,Caldes de Malavella,17
170340,Calonge i Sant Antoni,17
170353,Camós,17
170366,Campdevànol,17
170372,Campelles,17
170388,Campllong,17
170391,Camprodon,17
170405,Canet d'Adri,17
170412,Cantallops,17
170427,Capmany,17
170433,Queralbs,17
170448,Cassà de la Selva,17
170464,Castellfollit de la Roca,17
170470,Castelló d'Empúries,17
170486,"Castell d'Aro, Platja d'Aro i s'Agaró",17
170499,Celrà,17
170502,Cervià de Ter,17
170519,Cistella,17
170524,Siurana,17
170545,Colera,17
170558,Colomers,17
170561,Cornellà del Terri,17
170577,Corçà,17
170583,Crespià,17
170600,Darnius,17
170617,Das,17
170622,"Escala, l'",17
170638,Espinelves,17
170643,Espolla,17
170656,Esponellà,17
170669,Figueres,17
170675,Flaçà,17
170681,Foixà,17
170694,Fontanals de Cerdanya,17
170708,Fontanilles,17
170715,Fontcoberta,17
170736,Fornells de la Selva,17
170741,Fortià,17
170754,Garrigàs,17
170767,Garrigoles,17
170773,Garriguella,17
170789,Ger,17
170792,Girona,17
170806,Gombrèn,17
170813,Gualta,17
170828,Guils de Cerdanya,17
170834,Hostalric,17
170849,Isòvol,17
170852,Jafre,17
170865,"Jonquera, la",17
170871,Juià,17
170887,Lladó,17
170890,Llagostera,17
170904,Llambilles,17
170911,Llanars,17
170926,Llançà,17
170932,Llers,17
170947,Llívia,17
170950,Lloret de Mar,17
170963,"Llosses, les",17
170979,Madremanya,17
170985,Maià de Montcal,17
170998,Meranges,17
171002,Masarac i Vilarnadal,17
171019,Massanes,17
171024,Maçanet de Cabrenys,17
171030,Maçanet de la Selva,17
171058,Mieres,17
171061,Mollet de Peralada,17
171077,Molló,17
171096,Montagut i Oix,17
171100,Mont-ras,17
171117,Navata,17
171122,Ogassa,17
171143,Olot,17
171156,Ordis,17
171169,Osor,17
171175,Palafrugell,17
171181,Palamós,17
171194,Palau de Santa Eulàlia,17
171208,Palau-saverdera,17
171215,Palau-sator,17
171236,Palol de Revardit,17
171241,Pals,17
171254,Pardines,17
171267,Parlavà,17
171289,Pau,17
171292,Pedret i Marzà,17
171306,"Pera, la",17
171328,Peralada,17
171334,"Planes d'Hostoles, les",17
171349,Planoles,17
171352,Pont de Molins,17
171365,Pontós,17
171371,Porqueres,17
171387,Portbou,17
171390,"Preses, les",17
171404,"Port de la Selva, el",17
171411,Puigcerdà,17
171426,Quart,17
171432,Rabós,17
171447,Regencós,17
171450,Ribes de Freser,17
171463,Riells i Viabrea,17
171479,Ripoll,17
171485,Riudarenes,17
171498,Riudaura,17
171501,Riudellots de la Selva,17
171518,Riumors,17
171523,Roses,17
171539,Rupià,17
171544,Sales de Llierca,17
171557,Salt,17
171576,Sant Andreu Salou,17
171582,Sant Climent Sescebes,17
171595,Sant Feliu de Buixalleu,17
171609,Sant Feliu de Guíxols,17
171616,Sant Feliu de Pallerols,17
171621,Sant Ferriol,17
171637,Sant Gregori,17
171642,Sant Hilari Sacalm,17
171655,Sant Jaume de Llierca,17
171668,Sant Jordi Desvalls,17
171674,Sant Joan de les Abadesses,17
171680,Sant Joan de Mollet,17
171693,Sant Julià de Ramis,17
171707,Vallfogona de Ripollès,17
171714,Sant Llorenç de la Muga,17
171729,Sant Martí de Llémena,17
171735,Sant Martí Vell,17
171740,Sant Miquel de Campmajor,17
171753,Sant Miquel de Fluvià,17
171766,Sant Mori,17
171772,Sant Pau de Segúries,17
171788,Sant Pere Pescador,17
171805,Santa Coloma de Farners,17
171812,Santa Cristina d'Aro,17
171827,Santa Llogaia d'Àlguema,17
171833,Sant Aniol de Finestres,17
171848,Santa Pau,17
171851,Sant Joan les Fonts,17
171864,Sarrià de Ter,17
171870,"Saus, Camallera i Llampaies",17
171886,"Selva de Mar, la",17
171899,"Cellera de Ter, la",17
171903,Serinyà,17
171910,Serra de Daró,17
171925,Setcases,17
171931,Sils,17
171946,Susqueda,17
171959,"Tallada d'Empordà, la",17
171962,Terrades,17
171978,Torrent,17
171984,Torroella de Fluvià,17
171997,Torroella de Montgrí,17
172001,Tortellà,17
172018,Toses,17
172023,Tossa de Mar,17
172039,Ultramort,17
172044,Ullà,17
172057,Ullastret,17
172060,Urús,17
172076,"Vall d'en Bas, la",17
172082,"Vall de Bianya, la",17
172095,Vall-llobrega,17
172109,Ventalló,17
172116,Verges,17
172121,Vidrà,17
172137,Vidreres,17
172142,Vilabertran,17
172155,Vilablareix,17
172168,Viladasens,17
172174,Viladamat,17
172180,Vilademuls,17
172207,Viladrau,17
172214,Vilafant,17
172229,Vilaür,17
172235,Vilajuïga,17
172240,Vilallonga de Ter,17
172253,Vilamacolum,17
172266,Vilamalla,17
172272,Vilamaniscle,17
172288,Vilanant,17
172305,Vila-sacra,17
172327,Vilopriu,17
172333,Vilobí d'Onyar,17
172348,Biure,17
179011,"Cruïlles, Monells i Sant Sadurní de l'Heura",17
179026,Forallac,17
179032,Sant Julià del Llor i Bonmatí,17
180016,Agrón,18
180021,Alamedilla,18
180037,Albolote,18
180042,Albondón,18
180055,Albuñán,18
180068,Albuñol,18
180074,Albuñuelas,18
180107,Aldeire,18
180114,Alfacar,18
180129,Algarinejo,18
180135,Alhama de Granada,18
180140,Alhendín,18
180153,Alicún de Ortega,18
180166,Almegíjar,18
180172,Almuñécar,18
180188,Alquife,18
180205,Arenas del Rey,18
180212,Armilla,18
180227,Atarfe,18
180233,Baza,18
180248,Beas de Granada,18
180251,Beas de Guadix,18
180270,Benalúa,18
180286,Benalúa de las Villas,18
180299,Benamaurel,18
180303,Bérchules,18
180325,Bubión,18
180331,Busquístar,18
180346,Cacín,18
180359,Cádiar,18
180362,Cájar,18
180378,Calicasas,18
180384,Campotéjar,18
180397,Caniles,18
180401,Cáñar,18
180423,Capileira,18
180439,Carataunas,18
180444,Cástaras,18
180457,Castilléjar,18
180460,Castril,18
180476,Cenes de la Vega,18
180482,Cijuela,18
180495,Cogollos de Guadix,18
180508,Cogollos de la Vega,18
180515,Colomera,18
180536,Cortes de Baza,18
180541,Cortes y Graena,18
180567,Cúllar,18
180573,Cúllar Vega,18
180592,Chauchina,18
180613,Chimeneas,18
180628,Churriana de la Vega,18
180634,Darro,18
180649,Dehesas de Guadix,18
180652,Dehesas Viejas,18
180665,Deifontes,18
180671,Diezma,18
180687,Dílar,18
180690,Dólar,18
180704,Dúdar,18
180711,Dúrcal,18
180726,Escúzar,18
180747,Ferreira,18
180763,Fonelas,18
180779,Fornes,18
180785,Freila,18
180798,Fuente Vaqueros,18
180824,Galera,18
180830,Gobernador,18
180845,Gójar,18
180858,Gor,18
180861,Gorafe,18
180877,Granada,18
180883,Guadahortuna,18
180896,Guadix,18
180938,Gualchos,18
180943,Güéjar Sierra,18
180956,Güevéjar,18
180969,Huélago,18
180975,Huéneja,18
180981,Huéscar,18
180994,Huétor de Santillán,18
181008,Huétor Tájar,18
181015,Huétor Vega,18
181020,Íllora,18
181036,Ítrabo,18
181054,Iznalloz,18
181067,Játar,18
181073,Jayena,18
181089,Jérez del Marquesado,18
181092,Jete,18
181113,Jun,18
181128,Juviles,18
181149,"Calahorra, La",18
181152,Láchar,18
181165,Lanjarón,18
181171,Lanteira,18
181190,Lecrín,18
181204,Lentegí,18
181211,Lobras,18
181226,Loja,18
181232,Lugros,18
181247,Lújar,18
181263,"Malahá, La",18
181279,Maracena,18
181285,Marchal,18
181324,Moclín,18
181330,Molvízar,18
181345,Monachil,18
181358,Montefrío,18
181361,Montejícar,18
181377,Montillana,18
181383,Moraleda de Zafayona,18
181400,Motril,18
181417,Murtas,18
181438,Nigüelas,18
181443,Nívar,18
181456,Ogíjares,18
181469,Orce,18
181475,Órgiva,18
181481,Otívar,18
181494,Villa de Otura,18
181507,Padul,18
181514,Pampaneira,18
181529,Pedro Martínez,18
181535,Peligros,18
181540,"Peza, La",18
181572,Pinos Genil,18
181588,Pinos Puente,18
181591,Píñar,18
181612,Polícar,18
181627,Polopos,18
181633,Pórtugos,18
181648,Puebla de Don Fadrique,18
181651,Pulianas,18
181670,Purullena,18
181686,Quéntar,18
181703,Rubite,18
181710,Salar,18
181731,Salobreña,18
181746,Santa Cruz del Comercio,18
181759,Santa Fe,18
181762,Soportújar,18
181778,Sorvilán,18
181784,Torre-Cardela,18
181797,Torvizcón,18
181801,Trevélez,18
181818,Turón,18
181823,Ugíjar,18
181839,Válor,18
181844,Vélez de Benaudalla,18
181857,Ventas de Huelma,18
181876,Villanueva de las Torres,18
181882,Villanueva Mesía,18
181895,Víznar,18
181921,Zafarraya,18
181937,"Zubia, La",18
181942,Zújar,18
189017,"Taha, La",18
189022,"Valle, El",18
189038,Nevada,18
189043,Alpujarra de la Sierra,18
189056,"Gabias, Las",18
189069,"Guájares, Los",18
189075,Valle del Zalabí,18
189081,Villamena,18
189094,Morelábor,18
189108,"Pinar, El",18
189115,Vegas del Genil,18
189120,Cuevas del Campo,18
189136,Zagra,18
189141,Valderrubio,18
189154,Domingo Pérez de Granada,18
189167,Torrenueva Costa,18
190019,Abánades,19
190024,Ablanque,19
190030,Adobes,19
190045,Alaminos,19
190058,Alarilla,19
190061,Albalate de Zorita,19
190077,Albares,19
190083,Albendiego,19
190096,Alcocer,19
190100,Alcolea de las Peñas,19
190117,Alcolea del Pinar,19
190138,Alcoroches,19
190156,Aldeanueva de Guadalajara,19
190169,Algar de Mesa,19
190175,Algora,19
190181,Alhóndiga,19
190194,Alique,19
190208,Almadrones,19
190215,Almoguera,19
190220,Almonacid de Zorita,19
190236,Alocén,19
190241,Alovera,19
190273,Alustante,19
190313,Angón,19
190328,Anguita,19
190334,Anquela del Ducado,19
190349,Anquela del Pedregal,19
190365,Aranzueque,19
190371,Arbancón,19
190387,Arbeteta,19
190390,Argecilla,19
190404,Armallones,19
190411,Armuña de Tajuña,19
190426,Arroyo de las Fraguas,19
190432,Atanzón,19
190447,Atienza,19
190450,Auñón,19
190463,Azuqueca de Henares,19
190479,Baides,19
190485,Baños de Tajo,19
190498,Bañuelos,19
190501,Barriopedro,19
190518,Berninches,19
190523,"Bodera, La",19
190539,Brihuega,19
190544,Budia,19
190557,Bujalaro,19
190576,Bustares,19
190582,Cabanillas del Campo,19
190595,Campillo de Dueñas,19
190609,Campillo de Ranas,19
190616,Campisábalos,19
190642,Canredondo,19
190655,Cantalojas,19
190668,Cañizar,19
190674,"Cardoso de la Sierra, El",19
190707,Casa de Uceda,19
190714,"Casar, El",19
190735,Casas de San Galindo,19
190740,Caspueñas,19
190753,Castejón de Henares,19
190766,Castellar de la Muela,19
190788,Castilforte,19
190791,Castilnuevo,19
190805,Cendejas de Enmedio,19
190812,Cendejas de la Torre,19
190827,Centenera,19
190864,Cifuentes,19
190870,Cincovillas,19
190886,Ciruelas,19
190899,Ciruelos del Pinar,19
190903,Cobeta,19
190910,Cogollor,19
190925,Cogolludo,19
190959,Condemios de Abajo,19
190962,Condemios de Arriba,19
190978,Congostrina,19
190984,Copernal,19
190997,Corduente,19
191023,"Cubillo de Uceda, El",19
191039,Checa,19
191044,Chequilla,19
191057,Chiloeches,19
191060,Chillarón del Rey,19
191076,Driebes,19
191082,Durón,19
191095,Embid,19
191109,Escamilla,19
191116,Escariche,19
191121,Escopete,19
191137,Espinosa de Henares,19
191142,Esplegares,19
191155,Establés,19
191168,Estriégana,19
191174,Fontanar,19
191180,Fuembellida,19
191193,Fuencemillán,19
191207,Fuentelahiguera de Albatages,19
191214,Fuentelencina,19
191229,Fuentelsaz,19
191235,Fuentelviejo,19
191240,Fuentenovilla,19
191253,Gajanejos,19
191266,Galápagos,19
191272,Galve de Sorbe,19
191291,Gascueña de Bornova,19
191305,Guadalajara,19
191327,Henche,19
191333,Heras de Ayuso,19
191348,Herrería,19
191351,Hiendelaencina,19
191364,Hijes,19
191386,Hita,19
191399,Hombrados,19
191425,Hontoba,19
191431,Horche,19
191459,Hortezuela de Océn,19
191462,"Huerce, La",19
191478,Huérmeces del Cerro,19
191484,Huertahernando,19
191500,Hueva,19
191517,Humanes,19
191522,Illana,19
191538,Iniéstola,19
191543,"Inviernas, Las",19
191556,Irueste,19
191569,Jadraque,19
191575,Jirueque,19
191594,Ledanca,19
191608,Loranca de Tajuña,19
191615,Lupiana,19
191620,Luzaga,19
191636,Luzón,19
191654,Majaelrayo,19
191667,Málaga del Fresno,19
191673,Malaguilla,19
191689,Mandayona,19
191692,Mantiel,19
191706,Maranchón,19
191713,Marchamalo,19
191728,Masegoso de Tajuña,19
191734,Matarrubia,19
191749,Matillas,19
191752,Mazarete,19
191765,Mazuecos,19
191771,Medranda,19
191787,Megina,19
191790,Membrillera,19
191811,Miedes de Atienza,19
191826,"Mierla, La",19
191832,Milmarcos,19
191847,Millana,19
191850,"Miñosa, La",19
191863,Mirabueno,19
191879,Miralrío,19
191885,Mochales,19
191898,Mohernando,19
191902,Molina de Aragón,19
191919,Monasterio,19
191924,Mondéjar,19
191930,Montarrón,19
191945,Moratilla de los Meleros,19
191958,Morenilla,19
191961,Muduex,19
191977,"Navas de Jadraque, Las",19
191983,Negredo,19
191996,Ocentejo,19
192000,"Olivar, El",19
192017,Olmeda de Cobeta,19
192022,"Olmeda de Jadraque, La",19
192038,"Ordial, El",19
192043,Orea,19
192081,Pálmaces de Jadraque,19
192094,Pardos,19
192108,Paredes de Sigüenza,19
192115,Pareja,19
192120,Pastrana,19
192136,"Pedregal, El",19
192141,Peñalén,19
192154,Peñalver,19
192167,Peralejos de las Truchas,19
192173,Peralveche,19
192189,Pinilla de Jadraque,19
192192,Pinilla de Molina,19
192206,Pioz,19
192213,Piqueras,19
192228,"Pobo de Dueñas, El",19
192234,Poveda de la Sierra,19
192249,Pozo de Almoguera,19
192252,Pozo de Guadalajara,19
192265,Prádena de Atienza,19
192271,Prados Redondos,19
192287,Puebla de Beleña,19
192290,Puebla de Valles,19
192304,Quer,19
192311,Rebollosa de Jadraque,19
192326,"Recuenco, El",19
192332,Renera,19
192347,Retiendas,19
192350,Riba de Saelices,19
192379,Rillo de Gallo,19
192385,Riofrío del Llano,19
192398,Robledillo de Mohernando,19
192402,Robledo de Corpes,19
192419,Romanillos de Atienza,19
192424,Romanones,19
192430,Rueda de la Sierra,19
192445,Sacecorbo,19
192458,Sacedón,19
192461,Saelices de la Sal,19
192477,Salmerón,19
192483,San Andrés del Congosto,19
192496,San Andrés del Rey,19
192509,Santiuste,19
192516,Saúca,19
192521,Sayatón,19
192542,Selas,19
192555,Setiles,19
192568,Sienes,19
192574,Sigüenza,19
192580,Solanillos del Extremo,19
192593,Somolinos,19
192607,"Sotillo, El",19
192614,Sotodosos,19
192629,Tamajón,19
192635,Taragudo,19
192640,Taravilla,19
192653,Tartanedo,19
192666,Tendilla,19
192672,Terzaga,19
192688,Tierzo,19
192691,"Toba, La",19
192705,Tordelrábano,19
192712,Tordellego,19
192727,Tordesilos,19
192748,Torija,19
192770,Torrecuadrada de Molina,19
192786,Torrecuadradilla,19
192799,Torre del Burgo,19
192803,Torrejón del Rey,19
192810,Torremocha de Jadraque,19
192825,Torremocha del Campo,19
192831,Torremocha del Pinar,19
192846,Torremochuela,19
192859,Torrubia,19
192862,Tórtola de Henares,19
192878,Tortuera,19
192884,Tortuero,19
192897,Traíd,19
192901,Trijueque,19
192918,Trillo,19
192939,Uceda,19
192944,Ujados,19
192960,Utande,19
192976,Valdarachas,19
192982,Valdearenas,19
192995,Valdeavellano,19
193009,Valdeaveruelo,19
193016,Valdeconcha,19
193021,Valdegrudas,19
193037,Valdelcubo,19
193042,Valdenuño Fernández,19
193055,Valdepeñas de la Sierra,19
193068,Valderrebollo,19
193074,Valdesotos,19
193080,Valfermoso de Tajuña,19
193093,Valhermoso,19
193107,Valtablado del Río,19
193114,Valverde de los Arroyos,19
193140,Viana de Jadraque,19
193172,Villanueva de Alcorón,19
193188,Villanueva de Argecilla,19
193191,Villanueva de la Torre,19
193212,Villares de Jadraque,19
193227,Villaseca de Henares,19
193233,Villaseca de Uceda,19
193248,Villel de Mesa,19
193251,Viñuelas,19
193264,Yebes,19
193270,Yebra,19
193299,Yélamos de Abajo,19
193303,Yélamos de Arriba,19
193310,Yunquera de Henares,19
193325,"Yunta, La",19
193331,Zaorejas,19
193346,Zarzuela de Jadraque,19
193359,Zorita de los Canes,19
199010,Semillas,19
200013,Abaltzisketa,20
200028,Aduna,20
200034,Aizarnazabal,20
200049,Albiztur,20
200052,Alegia,20
200065,Alkiza,20
200071,Altzo,20
200087,Amezketa,20
200090,Andoain,20
200104,Anoeta,20
200111,Antzuola,20
200126,Arama,20
200132,Aretxabaleta,20
200147,Asteasu,20
200150,Ataun,20
200163,Aia,20
200179,Azkoitia,20
200185,Azpeitia,20
200198,Beasain,20
200202,Beizama,20
200219,Belauntza,20
200224,Berastegi,20
200230,Berrobi,20
200245,Bidania-Goiatz,20
200258,Zegama,20
200261,Zerain,20
200277,Zestoa,20
